oos,atc,latency,trf_avg,perfect_order,GMV_cur,retention
0.032968955974730804,191,1199,0,0,176,0.4873909242453156
0.11568047707006124,20,2205,1,1,65,0.9894699806064677
0.12011722044474174,185,2653,0,0,1435,0.5895644760237055
0.05484687897041719,23,1676,0,1,928,0.56142184769736
0.10489696883438406,113,1624,0,0,1313,0.9413379805125718
0.01993013103356342,186,177,1,0,1803,0.5142426790034647
0.03679792254541153,118,188,1,0,2550,0.028468994196948705
0.11185889646216127,150,1847,0,1,624,0.10566879416306563
0.06590381975397588,72,812,1,1,2288,0.3261030839530994
0.028089395985198273,29,1758,1,1,2880,0.27954639111067436
0.019197776011903783,44,2318,1,0,583,0.9872969859702743
0.09842561173333339,217,1710,0,1,2802,0.8061813726028354
0.030826306025006092,206,1210,1,0,1614,0.9171896396702602
0.027740104955288267,124,419,1,0,1615,0.03754921781536469
0.12155431170730162,24,1534,1,0,1749,0.2974171197876201
0.05728860009447065,103,2431,0,0,1609,0.3059043898333125
0.07182300417566231,128,662,1,1,1682,0.5547661711117703
0.04162799722840281,139,1427,1,0,1381,0.3293842519862623
0.12231975313151228,21,1542,0,0,335,0.9458991876815493
0.027940958523024487,233,2768,1,1,1529,0.3180619813461468
0.003626626606088257,182,61,1,1,2227,0.7860622903818074
0.11102071249040639,196,1836,0,0,2572,0.7608215173220301
0.10493782733953079,187,2892,1,1,1524,0.9632578038487171
0.03899054594599946,7,848,1,0,2671,0.6303960928267145
0.09502363635784022,186,2336,1,0,2181,0.9043980809384131
0.04076848214016705,130,932,0,0,483,0.15878059345924656
0.11791348882988723,226,1649,1,1,291,0.9395717952199654
0.0970536196323548,164,2560,1,1,319,0.8345479470804915
0.04683717949758129,231,2441,0,0,1204,0.12574660265243742
0.06051640069542656,153,1710,1,1,359,0.5471101021497807
0.045750757415578824,97,924,1,0,231,0.954801798954998
0.07403036792701466,108,1112,1,1,2639,0.7310323290738067
0.08717415928949529,36,1098,0,1,1999,0.31382221355951856
0.031103272622965028,142,918,0,0,1323,0.9891752436961696
0.08001239846894975,157,771,0,0,706,0.17976815847438765
0.03485005570971998,55,74,0,0,1823,0.3750905114923091
0.09498520793048112,163,2387,0,1,1623,0.6431290376998016
0.08072562456908462,189,2015,1,1,2283,0.5641267591329587
0.08397899318576746,185,445,1,0,2960,0.042247479013510225
0.057426659573693375,20,2097,1,1,2171,0.30835843009838637
0.0038673660872603766,81,94,1,1,2232,0.4543650569725529
0.012209170788699125,41,1053,1,0,680,0.13352807324891525
0.025490261766368927,121,2654,1,1,2200,0.4525523706810112
0.023096449548315176,13,1191,1,0,483,0.03028433744093817
0.06240586450006949,48,2158,1,0,1535,0.2248450751482438
0.09387886806334754,231,226,1,1,2271,0.19410590461990485
0.04201750053108473,206,2276,1,1,1104,0.49101257556752087
0.0020888476423247815,100,332,0,1,1514,0.30783162379152273
0.06509255920727887,157,254,0,0,764,0.35451545161328957
0.09350172825942211,211,1396,0,1,1950,0.9726678138067217
0.0680939541706019,67,2288,1,1,666,0.0833855472552476
0.08609814798051256,197,1114,1,0,1639,0.18087141852953048
0.014698601093955876,108,64,1,0,2210,0.9742003999921554
0.0522532523827262,114,1835,1,1,1584,0.5500786172309212
0.10866106644387355,168,469,1,1,2655,0.017753207921673564
0.029817762178476898,182,683,0,1,2902,0.5040041496944411
0.06882476855677665,231,1409,0,0,1807,0.029854188114095126
0.014340265987310155,109,2332,1,1,2053,0.6146235398844881
0.08928711196350284,185,2389,0,1,476,0.30347970440602556
0.06870371333874968,42,163,1,1,1192,0.9171717460017169
0.08633389826623436,8,2322,0,0,2176,0.5987682560450409
0.06786861556900294,94,2686,0,0,2883,0.27803233446468667
0.1047714165410757,32,2876,0,0,1178,0.5238873301649101
0.08431919675549901,121,388,0,1,2330,0.7811377089968331
0.024287665624497023,67,1829,1,1,747,0.8622095563325539
0.08900322249043792,183,1957,1,0,432,0.9941477784494444
0.06936978069725969,116,2409,1,1,2817,0.351249694640817
0.11012764855070674,148,2332,0,1,1473,0.025075098808504892
0.07612308225702281,221,2575,0,0,1829,0.9308957642692451
0.017905103535020964,18,2955,1,0,1432,0.9342131393444658
0.016705780299001632,84,1055,0,0,556,0.40982014821245305
0.02397573498400349,44,2533,0,1,1575,0.6729368210377568
0.030582204833956697,153,1980,1,1,2122,0.5092732488991156
0.09593272921051364,10,7,1,1,602,0.9404075176329804
0.03049383157937026,77,1707,1,1,2951,0.10200271160126584
0.03086449724923848,147,1256,1,1,2323,0.8683604130462034
0.07604686667230265,207,701,0,1,2785,0.539642973866075
0.005467778725787464,33,355,0,1,522,0.48837718017177767
0.08802686423635107,146,1391,0,1,1415,0.9167052586493415
0.04981653482225508,31,380,1,0,2914,0.4119755908037749
0.03479255446893925,36,351,1,0,1860,0.6849227653108584
0.0018217339869572025,1,1320,0,1,1286,0.03411959943184828
0.11626353378198998,95,251,0,1,756,0.020203227772740306
0.0532636779658414,198,714,0,1,772,0.8425085154332583
0.015014581313209124,16,82,1,0,927,0.6137738877499214
0.08130150376758329,94,2335,0,0,2940,0.27134613282224007
0.07406570295531141,187,2043,1,1,1172,0.9742845104313467
0.030230712029409315,60,1020,0,1,695,0.5692557462235005
0.10871316873416585,75,2251,0,0,946,0.8055780747453769
0.0029817602244553015,102,2014,0,0,536,0.4979948846183829
0.020557096752391743,230,422,1,1,209,0.8106091672119613
0.06879500224563202,186,130,0,0,1,0.32515400493463675
0.10467988033760982,39,349,0,0,1171,0.04026460256924003
0.02347623899390576,155,2951,1,0,2251,0.045837776237954375
0.10803980409302368,75,1008,0,0,2097,0.29346549314795434
0.07929509920921968,189,2000,1,1,1772,0.0682488948643103
0.033412673700588494,43,2742,0,0,2820,0.05086562903073755
0.019139306911637108,169,293,1,0,520,0.7904241492455216
0.05201213393034873,175,1855,0,0,795,0.8072482032664122
0.03494516313928228,51,1236,0,1,1612,0.33849119892703017
0.018455483760734442,234,841,1,0,1222,0.43157650554980465
0.01351027738884819,213,1729,0,0,331,0.024293575982314297
0.011621231142618274,208,1048,1,0,400,0.758494667093219
0.04354616869540019,142,1836,1,1,1818,0.9702995822288746
0.10745493388257851,173,240,1,0,619,0.7405207981367229
0.02752949531326035,29,2897,1,1,719,0.0846712986373116
0.04565946953594342,164,1658,1,0,371,0.6742752477440246
0.03634485868524277,128,92,1,1,716,0.9257826534077797
0.11532973553060051,11,245,0,1,389,0.5693207734405485
0.12019248888968333,87,137,0,0,1798,0.6849815794554573
0.07727350700718534,111,2932,0,0,83,0.2561886557419071
0.06984249325492675,168,1208,0,0,1357,0.6047974237254832
0.01262296845898489,107,2707,0,0,2498,0.4491026323825925
0.10093721408221004,123,501,1,1,1592,0.13659349367824203
0.03614624921122089,119,183,0,1,2693,0.8735735587558765
0.12014132689602126,27,2964,0,1,2824,0.5530617017534175
0.06951049537690403,41,1579,1,0,807,0.12061459603507763
0.09467064926215442,202,1249,1,1,842,0.11265529077881242
0.1037019610495563,44,960,0,0,793,0.31756989804272107
0.11912861544061586,17,1082,0,1,1487,0.74457955739477
0.0576284302282621,234,2880,1,0,1433,0.4159546845064749
0.11795739846873182,198,2043,1,0,2598,0.9273578459489531
0.12028499780760873,110,1615,0,1,1226,0.3521633622494924
0.02030939846959673,84,1783,0,1,1437,0.041690791225907686
0.006298618689880867,83,781,1,0,204,0.35747230238419525
0.09568424974929189,102,1350,0,0,1681,0.9840279079235873
0.08118846540898966,186,2117,1,1,482,0.20154820367890225
0.0954529528109889,142,1290,0,0,944,0.5611504780745709
0.11810213511083219,13,2023,1,0,1731,0.6687384024986783
0.07863762431104435,219,2168,0,1,32,0.35805515809327093
0.05497091185888277,164,917,1,0,1413,0.895033035072052
0.05913665806115899,80,823,1,0,1248,0.9408376056923538
0.0530902964827458,206,356,1,0,757,0.0149111692662669
0.001182020929781119,61,2767,1,1,2719,0.39805501844586155
0.11233108302036857,29,1829,1,0,2147,0.6175109090031368
0.10087289131302862,201,1723,0,0,754,0.9526591173391878
0.0008110509561006368,32,2781,1,0,843,0.0622167774867034
0.07723733220526115,146,2007,0,0,1004,0.7440977875337814
0.00535547666604945,89,2134,0,1,100,0.3101103905897753
0.00014130919938301623,77,1077,1,0,702,0.9909501523231222
0.07378650148541112,155,2502,1,0,2710,0.08757062640951252
0.0336616466091503,82,2796,0,1,1559,0.29713309834756063
0.09871947831812944,27,1769,0,1,997,0.43986068310990256
0.04050366743821254,86,2507,1,0,2948,0.5330304711086028
0.03652957534463906,146,1501,0,0,2628,0.1428522216527296
0.1181864737191978,212,173,1,0,2836,0.55166330998112
0.058188312326704184,139,102,0,0,1183,0.7765305771726696
0.020485033731600627,230,1535,1,1,1236,0.5831472412429205
0.1227493984247019,182,760,1,0,1970,0.41165344773906776
0.07696445077960899,135,981,0,0,933,0.3146991873556222
0.106415163698267,200,629,1,0,2699,0.42409504788139996
0.053104195914271055,204,177,1,1,757,0.3480978625755293
0.11296419208249289,73,1054,1,0,1722,0.4808980632340977
0.09414690167888197,93,1902,1,0,2064,0.3614563158265003
0.015246785259986725,15,301,0,0,1391,0.5999595028330899
0.09719649835499522,132,1599,1,0,801,0.5783138280002516
0.03648705573725329,87,1944,1,0,269,0.8767629005580373
0.10273513389560282,76,1319,0,0,2645,0.28512071443820763
0.05405725146786301,196,2909,0,1,490,0.268622070886433
0.06537648348594348,14,191,0,0,464,0.842261025984966
0.0942663647254123,195,2648,1,1,606,0.3424102312296675
0.08211726348595699,156,2237,1,0,2091,0.9624387728959954
0.016525680829494654,146,163,1,1,2362,0.5879973281494874
0.08974029670997616,193,1863,1,1,1650,0.41235339108878255
0.10280693361594934,20,2879,1,0,945,0.15176748373258309
0.06476637442707939,231,2100,0,1,1834,0.8454652637074898
0.07757094202656202,203,1269,0,1,273,0.333057162466451
0.12341322313195606,163,721,0,0,973,0.3954988048420788
0.1219222527970674,91,1448,1,0,239,0.6629525550906445
0.11752326617715425,33,715,1,0,2806,0.8036423912658495
0.011182016415002452,47,36,0,1,701,0.24570788630728035
0.1079940718969841,188,287,0,1,1022,0.6582329308202701
0.09862132211229624,87,1106,1,0,1044,0.9175891999900919
0.10739337293641056,169,272,1,1,2055,0.08274612715233276
0.017224390884104435,182,1931,0,0,866,0.7881914965807663
0.05118691398787796,189,2749,1,1,2712,0.9925815487602283
0.019369828398111688,106,841,0,1,23,0.7614213113105739
0.02701271336104759,162,1642,0,1,797,0.43859101201529493
0.10398673109383101,91,607,1,0,736,0.24323985031436401
0.1218370548730612,96,1526,1,1,380,0.9930819312407811
0.009730497285223794,166,1780,0,1,881,0.9098756066356399
0.08909481605222747,220,876,1,0,702,0.7576867835351485
0.040025022095694945,224,1608,1,1,1297,0.7494822075950156
0.036950674636251776,126,2696,0,1,970,0.46830088362800104
0.09632499624915065,10,2260,1,1,1744,0.006307618880265986
0.011382723428658703,11,2024,0,0,2589,0.3823389317678675
0.026559368791780058,168,975,0,1,2484,0.31637718966163764
0.10129319000894253,142,1745,0,0,1924,0.3195534013287412
0.08995043922998601,168,1804,0,1,2924,0.3927355614025373
0.12129832375798554,85,734,1,1,1804,0.6086710704419415
0.05751209088723762,174,2064,1,0,1147,0.4466384311891215
0.10507938959425375,151,749,0,0,1273,0.3563165863549471
0.11498954031917795,85,2468,1,1,2634,0.957467917645635
0.0003050875861729391,43,1156,0,1,1406,0.522284208197607
0.06843495488022357,44,2895,0,0,2082,0.03249182981341803
0.0749263928660132,119,450,0,0,2680,0.44846831464765613
0.06858399255892858,4,341,1,0,2406,0.2864285138398909
0.010607050709685817,32,1205,0,1,1228,0.9575501083864739
0.09589091034379962,162,647,1,1,1334,0.5528225053910356
0.11786120239092288,12,2908,1,0,2949,0.062211172226170675
0.11178821926195634,10,2128,1,1,1385,0.10376921529868377
0.05118739636884262,145,160,1,1,91,0.1874965169903039
0.08113687261797604,73,1012,0,1,591,0.42549938130068155
0.08925127540863884,117,1599,0,1,1238,0.4545041954167929
0.020945034365325438,65,2283,1,0,47,0.2558042492520254
0.09971873817544943,56,2368,0,0,1386,0.9397656142976241
0.016618187597273598,29,786,0,1,2602,0.9338078405671514
0.04282006894001793,228,1331,1,0,146,0.5194894171465452
0.09228273853139568,213,1210,0,0,94,0.0421549980851319
0.02664772328242529,64,1305,0,0,1105,0.9125485250510894
0.09395041307539473,183,1433,1,1,1301,0.6916740966290371
0.10049271873358144,142,270,1,0,535,0.371450654019454
0.0787121146903598,99,2471,1,0,2421,0.5601658753097392
0.00019797898658628632,110,2787,1,1,1223,0.8883530213020822
0.08262059233252414,23,1378,0,0,496,0.7754111651450084
0.0006293440621125135,210,2110,1,0,1157,0.9193875623977331
0.041905071337783886,135,2245,1,0,2681,0.7426880644992124
0.0850175996984916,61,1860,0,1,1064,0.3876418634195794
0.0019967038394843456,62,2730,1,1,931,0.5373030089306643
0.037796025228631486,66,433,0,1,709,0.39439110294694935
0.12416963675768158,15,1556,0,0,173,0.145786831277803
0.11333751851112427,2,1223,0,1,488,0.04368988131723661
0.12332455349190012,87,2124,1,1,356,0.7330355058390127
0.016006484872283733,133,2233,1,1,2459,0.2522287319731834
0.11271184922119339,58,2448,1,0,2878,0.4772506542499316
0.0034141388201322648,5,1612,0,1,250,0.6868815467255995
0.11234838653898718,118,1594,1,1,929,0.9433952646563496
0.06920663723763001,44,1778,1,1,2507,0.1440869147890863
0.11713655831513417,181,1546,0,0,2445,0.12206442861237077
0.018679033987179502,54,669,0,1,1086,0.7501332131273537
0.0175640843425921,173,2769,1,1,1814,0.9168988653104182
0.035851466812882635,156,536,0,1,1290,0.15979660585489797
0.02578976293947703,73,2649,0,0,280,0.9469116290554074
0.06104875766695461,191,2708,0,0,1827,0.7795884167298924
0.04071342450593132,13,1207,1,0,579,0.3392788985153574
0.11946527936501618,49,1558,1,1,1213,0.4358919108076965
0.07585759624486932,58,2,1,1,205,0.736331992454034
0.01623753602450452,231,2061,1,0,2382,0.9232962868460461
0.025704976209998148,220,1569,1,1,1571,0.7162888765163684
0.08352374881029614,205,699,0,0,205,0.638389639835939
0.09958486616877124,33,1014,1,0,2472,0.3227275957165373
0.11639751428880474,197,2804,1,0,2681,0.7378420364104882
0.04816207531478714,70,528,1,1,2061,0.3853726487572692
0.07396080647341792,11,1219,1,1,2563,0.519722714926654
0.02039790123018806,59,409,0,1,1348,0.49769489464886973
0.10756911901483915,32,1148,0,1,1012,0.12055490834182547
0.11478290673292348,165,825,0,0,663,0.28470297052772275
0.009578419386371426,88,859,0,1,2114,0.9682119250685117
0.09526964785825395,198,1142,1,0,51,0.13486444986412027
0.011612607223288551,221,398,0,1,820,0.17315793576075433
0.06959270985273536,114,606,0,0,2040,0.33058939150958455
0.022231926587367945,170,341,1,1,413,0.4142498044494176
0.016816815007940467,8,2880,0,0,1821,0.6336053741584448
0.006183829254621298,126,652,0,1,1826,0.4133583933412581
0.09762634021768049,96,1995,0,1,712,0.14145913191720605
0.04251612996207607,191,2237,1,0,1595,0.9231435724549614
0.005112710577554677,123,15,0,0,2258,0.6044838389150794
0.08228291931356901,44,2062,1,1,995,0.7295695828126948
0.06453466120879513,93,1126,0,1,2156,0.9048691000719415
0.10891005471189931,201,693,1,0,407,0.3400398230024241
0.05973207189071833,55,608,0,1,1780,0.6306606963696914
0.0951827804772305,187,1652,0,1,1493,0.49549870869645807
0.07590992870739466,204,1653,0,0,2166,0.716505438783225
0.015957797037754157,168,8,0,1,1579,0.5298895806293276
0.06047559174438687,19,548,1,0,2904,0.21015684103173982
0.10540761497925095,93,1649,1,1,2834,0.6049566898268733
0.10779739736553053,226,464,0,0,2316,0.35512698840067014
0.009006249800714183,22,101,0,0,1609,0.901760805033382
0.041111240626620735,48,1316,1,1,1494,0.3300430041989928
0.11853459458836238,73,1127,1,1,1809,0.39592388952396307
0.05615609178610581,120,2751,1,0,1505,0.5550968177138936
0.058684506968788186,234,639,1,1,2014,0.4635819115489075
0.049223415157740494,164,1342,0,0,980,0.31174337024352006
0.006940615353127039,214,1197,0,0,758,0.09775818950167847
0.10534991637443071,124,2841,1,1,1655,0.7111028555251722
0.08101466499256259,233,2214,0,1,1634,0.643038773741532
0.09812964740216719,96,2064,1,1,1864,0.8387886748671977
0.10167561864336032,164,1090,0,1,178,0.41650333780211424
0.10281830364001719,14,1360,1,1,1966,0.1614595177325152
0.05748252567725842,72,1192,1,0,671,0.8069695700619165
0.07233791967640144,196,1012,1,0,2622,0.7765871730298833
0.06651781222329292,32,1413,1,1,2925,0.5202282239760992
0.035861438861640435,161,780,1,0,2482,0.09851602871450604
0.013950571764186473,187,2490,0,0,1082,0.315347315085333
0.1107246011838057,49,657,1,0,534,0.9447482080348003
0.12035215520776243,28,2653,0,0,830,0.5483668606423543
0.04457375403131278,162,144,0,0,1957,0.29800224885955207
0.056690269043089464,166,1476,0,0,2062,0.1961526867483736
0.10394556769419636,57,2366,0,1,878,0.8441602260672294
0.011129458043094523,230,297,0,1,1653,0.9112923183360901
0.11876954796183624,69,2498,0,1,766,0.3129988667735816
0.024070225279093846,43,2070,1,0,1391,0.5601705705609857
0.03012775140871342,204,903,0,1,2322,0.8181428619586392
0.06260350249283894,72,2023,1,1,2145,0.9729253616992097
0.048247872028145636,52,968,0,0,1579,0.11502538629984316
0.11237618080836657,166,2636,0,0,2303,0.8210534007525555
0.011656267532361986,85,2437,0,0,2335,0.5950251875400903
0.017538937407614696,139,1305,1,0,255,0.5868965819894575
0.08130736056754426,210,1493,1,0,2725,0.8044633188326178
0.005203661076553706,210,2312,0,1,762,0.526625081443735
0.03198328245483881,121,2914,1,1,14,0.9146806894266781
0.07765385717658921,10,1512,0,0,1429,0.3632263893225184
0.029959884260243777,27,1169,0,0,350,0.8813408767188934
0.029511514772637484,43,267,0,0,1414,0.5934485521643246
0.10205218933627809,45,2966,1,1,1723,0.7533465452852319
0.05127220389873437,169,2068,0,0,643,0.6017027269962719
0.008180179680931612,172,504,1,1,1617,0.5067178511732242
0.0005834899835138185,17,2172,0,1,387,0.5794018916492657
0.03825385985659639,95,1414,1,1,427,0.8645315386696792
0.08768644183127002,23,609,0,0,590,0.2553672435243316
0.12470407728819956,175,1421,1,0,158,0.4491887242372622
0.025848128344007404,30,2564,0,0,1238,0.7729381142973182
0.010665998348563258,64,51,0,1,1129,0.2538535955425434
0.036031779197479644,84,628,0,0,205,0.4462318765248584
0.07608156006078086,67,1758,0,0,594,0.006062071914666567
0.06352378806241994,53,2183,1,1,800,0.5155340514633364
0.09085266236711129,95,2456,1,0,2859,0.7462787323619136
0.07796981301895435,199,1121,0,0,1935,0.6638754966876539
0.08888312702713073,180,2703,1,0,2505,0.4933600024350119
0.09559131373063234,185,2858,1,0,2346,0.955582157437016
0.052742275400072966,124,2889,1,0,2522,0.7628265679547912
0.019884329324737396,40,1073,0,0,145,0.512419764712996
0.06461335139265224,49,1710,0,0,191,0.44744633802190426
0.10125032223562344,110,766,0,1,1289,0.5945521480915853
0.07282590688428286,41,531,1,0,2567,0.7892333970195644
0.011098908657743933,64,2691,0,0,2902,0.2938488677209419
0.07262072313595574,70,295,1,1,2117,0.1777159530758693
0.010912669488534879,99,725,0,0,1741,0.9683296061199564
0.005372848875207309,208,1960,1,1,428,0.03891106243531506
0.06297958265921802,34,1498,0,0,2152,0.17006591260622794
0.07387236089522943,177,2532,0,0,164,0.8346922064036133
0.04745868522653959,50,155,1,0,292,0.17217939654541747
0.05173099512537009,5,607,0,0,1549,0.6521391819857668
0.08625232201859448,152,1556,1,1,167,0.05656826393350678
0.02168879940145993,213,968,1,0,1630,0.016113742508078288
0.008523751973862181,40,1929,1,0,1815,0.07188874064270401
0.07889822686518605,153,2740,1,0,1884,0.5833706218834349
0.08947621582643553,49,1747,0,0,2487,0.0963893441631849
0.07068252770925555,88,705,1,0,1772,0.393926388638847
0.08002844886567706,37,2876,0,1,1983,0.2018469518446142
0.04959146769672311,149,2259,1,1,253,0.8772656552939958
0.097284449047928,3,2049,0,0,2662,0.6367618795832218
0.10707664544722625,151,788,0,1,2585,0.6081750633464512
0.05439964520305986,33,2824,0,0,473,0.01350140182864612
0.06883480539247722,45,2453,1,0,2685,0.017035507514347792
0.05776146116999728,187,478,0,0,2217,0.6321535343411521
0.011642348501489846,32,2327,0,0,2770,0.23056486238885276
0.07780421343111502,36,2852,1,1,2964,0.33399545732762603
0.010736580750351304,117,2000,1,1,231,0.7030632759127761
0.0028233665060750507,67,1966,1,1,1238,0.1286029728911795
0.07627921301147755,50,1017,1,0,2612,0.1327037302216444
0.030668306175767865,16,922,0,1,2266,0.566040907244617
0.09873969359373533,88,928,0,0,154,0.5815546667718844
0.07465589826063168,148,2485,1,1,221,0.901443277564269
0.036097674644299305,12,184,0,1,1311,0.16131683626716076
0.019738301474016895,160,836,1,0,2071,0.8355290749210256
0.08491635614934992,11,2491,1,1,483,0.3013848075660469
0.113305299500015,148,2810,0,1,2701,0.737840682759491
0.06634195271337513,179,821,1,0,1009,0.2875013382136714
0.03723240040460697,169,784,0,0,2160,0.13946780500084432
0.008994676357798229,120,2193,0,0,2845,0.19004363868408902
0.12183239085431222,130,70,1,1,1336,0.08109907568019803
0.028896044583646016,131,206,1,0,1823,0.9287222808305183
0.017868533289561395,214,2907,0,1,382,0.34285805641398837
0.0635249393876655,64,658,0,0,1168,0.7907270923214247
0.08204452663994538,22,353,1,1,252,0.21436448165303534
0.02387461875473204,192,568,0,0,1853,0.3481211384459081
0.023584377268406204,61,337,1,1,149,0.15688857736476503
0.0002001598460497772,166,1729,1,0,920,0.12854997972236049
0.06239650970718863,128,1599,1,0,1361,0.6104853054825518
0.107761188686352,162,945,1,1,26,0.8392576567986348
0.001201136880170997,64,2680,1,0,1315,0.5740833631258319
0.03117229925797721,49,1568,1,0,1466,0.9296036685358403
0.019705360151106938,174,808,1,1,705,0.15997792481984174
0.08007711949290988,208,1262,0,1,1063,0.3941852771667763
0.08298472414030185,224,1073,1,0,73,0.39139037277812194
0.011716516168184546,19,1838,0,0,1617,0.024746532488684525
0.08986275202016807,125,1285,1,1,2855,0.9319379318633211
0.025777771809198782,106,1755,1,1,371,0.41006842330540083
0.10594788060931312,39,1759,0,1,1734,0.562750401999798
0.04773556413398827,32,1970,1,1,2845,0.7492934638715444
0.04611795475319792,214,305,1,0,2282,0.8815920703030904
0.07706582546311805,85,2773,0,1,1301,0.31078918821197254
0.0957308067194083,178,777,1,0,2531,0.62033496324063
0.05491509159753677,3,968,0,0,2807,0.47359481251861013
0.053174564595072804,57,2263,0,1,477,0.5390634421981328
0.009170586608923434,110,843,1,0,554,0.08095653328113572
0.01845574132319569,208,2966,0,0,1249,0.43752519205859064
0.01633668676039253,226,47,1,0,2365,0.19001209207683167
0.020711864116303866,184,2143,0,0,140,0.7152159756829705
0.07313250879913195,166,242,0,1,1306,0.24529539881722262
0.036249237156655956,148,1214,0,0,548,0.02134781346833481
0.09364697844642662,114,1097,0,1,398,0.8726885004491614
0.012912356579217785,12,2074,0,0,21,0.05984935489477694
0.02326808910094759,170,519,1,1,2536,0.6389969996001599
0.005682952416850198,205,1936,1,1,678,0.6478939185959133
0.07996712875858653,130,559,0,0,2542,0.31183709969042306
0.019327529031329657,146,2573,1,1,2817,0.8530330852499843
0.006737820549443371,15,2587,0,0,643,0.4713668961248507
0.1127344711043236,183,2398,0,0,1141,0.3789834423655667
0.11978325849015194,155,1747,0,0,515,0.29019161448157227
0.11524157937312467,117,931,1,1,2787,0.5687801153828906
0.11458340304608786,69,604,1,1,1566,0.003100455501203636
0.05789708983690607,165,2682,0,1,2886,0.011352153651884356
0.0976262151637265,152,2009,1,0,348,0.845321358279139
0.045406780108005265,68,695,1,0,2526,0.5023798768262425
0.0850587606152242,13,995,0,0,1956,0.04949109850054867
0.06251048573554382,138,2148,1,0,2277,0.18298231253646735
0.008576245979034544,227,2813,0,0,2292,0.6627833851918896
0.016073499888042242,31,1197,0,1,544,0.43300888296895523
0.08247889637309955,173,1384,1,1,2077,0.28146311531334856
0.0036241311709178797,43,1652,0,1,2069,0.5216575674292058
0.027610328610999324,180,1178,1,1,2561,0.6837806486678761
0.10570641079989743,216,1064,0,1,2518,0.6962005792465936
0.09545856546825005,161,1516,1,1,2843,0.6766180344514895
0.0892835317274299,154,424,1,0,2084,0.16791094941310358
0.025177246310181825,15,605,1,1,956,0.2182736275817475
0.053628094890590894,109,1979,0,1,1422,0.0748151987211294
0.1165064058307931,137,110,0,1,2857,0.28131948762838654
0.08391843832646133,6,1131,1,1,1716,0.24425806853245724
0.06198154713811678,103,616,0,1,1466,0.4982683788623721
0.053897621836816095,11,1930,0,1,142,0.7056091427141645
0.03841618877578988,58,716,1,0,1281,0.42366025671107654
0.11864736996109249,119,2598,1,0,2272,0.12566147135981798
0.05507929093768214,232,1990,0,0,2,0.5146838085146712
0.07081664871084353,9,1202,1,0,195,0.5521179965555291
0.05364992588580035,84,537,1,0,6,0.2893859688779248
0.07517710529755792,65,2056,0,1,741,0.47607344420100695
0.028949558883142684,142,1726,1,1,2940,0.9655255722290372
0.010272659062876097,55,2036,0,0,353,0.7362160124906838
0.03561561058582845,18,2152,0,0,349,0.22503030756282305
0.028656835196399444,161,1018,1,0,590,0.841351147935976
0.09422499900114586,168,662,1,0,1400,0.66489189863685
0.059750060812560304,94,71,0,1,658,0.22619490138528908
0.00914330434090542,195,276,0,0,1267,0.49185512747517024
0.0611184098178599,164,2657,0,0,1678,0.8200810483795469
0.1210400222367773,17,299,1,1,226,0.2567774213123306
0.07354883471683536,116,175,1,0,2448,0.758242262851328
0.04653465941202729,0,1557,1,1,1429,0.7984177630597784
0.025359417304313472,227,220,0,0,2410,0.3304016617456911
0.09836107516530866,30,2163,0,0,1639,0.5324229592759319
