atc,retention_pred
23.0,0.7563404528425273
60.0,0.7911956991784527
38.0,0.766109864344682
70.0,0.8039779256845923
24.0,0.7587643075496553
30.0,0.7670236243179439
30.0,0.7653640286721775
25.0,0.7721352943052299
26.0,0.7601503842060604
2.0,0.7414066610341
34.0,0.7656053600406134
29.0,0.7658847374248094
20.0,0.7545643866652755
21.0,0.758939162066025
12.0,0.7518499355397792
5.0,0.7432400158855984
2.0,0.7412872898443381
5.0,0.7453452238015871
10.0,0.7593332506887261
1.0,0.5463718552929869
15.0,0.7521320459514936
15.0,0.7553272968797897
1.0,0.7403220273912691
26.0,0.7883229868384385
21.0,0.7592130933952914
12.0,0.7499961971125179
16.0,0.7510775315493333
11.0,0.7485979214158517
6.0,0.7531299683734973
12.0,0.7490050925045391
16.0,0.7504284339502976
21.0,0.7546857696319272
15.0,0.778192222309008
7.0,0.7442965800358239
13.0,0.7489407727179513
55.0,0.7909170427768174
42.0,0.8053896648758319
27.0,0.7587405031800103
50.0,0.8222649326191968
33.0,0.7695425317616598
4.0,0.743954031820038
11.0,0.7582900900638655
21.0,0.7556460138264282
7.0,0.7450298776238048
26.0,0.7616499727230889
45.0,0.7800652705323687
22.0,0.7590028593904835
1.0,0.740384818720939
36.0,0.7652488170028207
17.0,0.7542340342693261
10.0,0.7565571576067329
3.0,0.7440510630327887
5.0,0.7446694328482725
6.0,0.7446404871413542
3.0,0.7446159531818992
7.0,0.7458426300405308
43.0,0.778528995232054
7.0,0.7457108378073446
53.0,0.8135054770698474
6.0,0.7439748088961387
15.0,0.751072900506753
26.0,0.7727200271189147
16.0,0.7569810018329207
0.0,0.7403451055017722
40.0,0.7776460083660792
28.0,0.7775684480848905
2.0,0.7565034327864658
18.0,0.7549763148516457
20.0,0.7545655786621513
0.0,0.7388729589208635
75.0,0.8048719290874915
1.0,0.7403408967580773
15.0,0.7497020062998366
12.0,0.7582091273606607
14.0,0.7503441075238281
3.0,0.7447246007628954
114.0,0.8414297397003447
19.0,0.7568084747514459
23.0,0.7587621298488045
48.0,0.7970146962289414
6.0,0.5505898296163345
12.0,0.7485765391036087
27.0,0.7892684812302767
4.0,0.7432285331836571
7.0,0.745031711606182
71.0,0.8411715459707472
12.0,0.7510343363790786
1.0,0.7403650235038887
12.0,0.7496787010500598
1.0,0.742586536248181
25.0,0.7639667590691555
88.0,0.8069835460787826
0.0,0.7393820633084381
4.0,0.7432291473425509
8.0,0.7446719359078796
50.0,0.7952365471811015
59.0,0.7821374248086636
15.0,0.7514066481562722
16.0,0.7517612349362751
2.0,0.7406866595512788
31.0,0.7746208442605008
76.0,0.8030882321197655
55.0,0.7939545255464722
2.0,0.7410551600543671
28.0,0.7618163413383447
19.0,0.7553030824454798
0.0,0.7388732693792575
0.0,0.7400716067426609
17.0,0.7528406901890147
19.0,0.7549779203709951
16.0,0.7515915713812958
14.0,0.7500444032875071
58.0,0.7795185221119103
29.0,0.7736810599291859
2.0,0.7417597005071377
38.0,0.7679372760037189
29.0,0.7787276502078049
73.0,0.7890284211870802
16.0,0.7524619624518969
8.0,0.7478677168860788
6.0,0.7443595401722706
71.0,0.8080350141833069
14.0,0.7513987148775728
44.0,0.7713804516306193
29.0,0.7664670089641203
0.0,0.739241578573638
73.0,0.8057712715428214
1.0,0.739612462397773
20.0,0.7532198622734144
0.0,0.7394257803425518
32.0,0.7707264212148442
69.0,0.8027423762146106
60.0,0.7820851584429561
7.0,0.7446650845490775
17.0,0.7528158385653347
70.0,0.8057938598430802
25.0,0.758738209344064
1.0,0.7410510243914021
1.0,0.7399612095188457
19.0,0.7539600912556977
1.0,0.740324811452192
23.0,0.7694423700810923
44.0,0.7723598574383238
6.0,0.7439355756109799
17.0,0.7524941485718346
9.0,0.7457388436287397
15.0,0.7507009116119664
0.0,0.7388729589208635
11.0,0.7471629688555882
5.0,0.7432132998251169
40.0,0.7823146076443411
23.0,0.7570114175327528
19.0,0.7556915321688269
28.0,0.7591141712856996
37.0,0.7754241401597923
21.0,0.7621096875896258
19.0,0.7542262157960621
11.0,0.7489329704596621
15.0,0.7604898139484438
32.0,0.7702356353720107
4.0,0.7424967679874362
7.0,0.744303623534266
31.0,0.7989281966849088
12.0,0.7492772125591644
37.0,0.773779981411287
0.0,0.7406684903161421
0.0,0.5449740338528544
3.0,0.7435494499824311
41.0,0.7794054751620301
1.0,0.7403579093583776
53.0,0.7880443843529177
20.0,0.7642869144188325
13.0,0.7504458578058616
25.0,0.7590938148478602
0.0,0.7392394073433297
4.0,0.743615533315372
15.0,0.7521431451503685
17.0,0.7528026635299436
27.0,0.7619359150723678
11.0,0.7471799910806746
8.0,0.7464446266985003
72.0,0.8043412042297248
11.0,0.7482401455888426
23.0,0.7577000336050648
17.0,0.7524713715177331
19.0,0.7535910013956687
100.0,0.8233633116037211
6.0,0.7444951597439536
20.0,0.7545679626441849
41.0,0.7827881028883786
9.0,0.7475342745089222
13.0,0.7486005825460501
10.0,0.7478676524283272
16.0,0.7540164481788018
0.0,0.7395931267775736
31.0,0.7976680902386681
31.0,0.7717966892849855
11.0,0.7487311433271834
9.0,0.7461282294365849
38.0,0.7758868190802711
11.0,0.7518008795790381
0.0,0.7388760634940648
0.0,0.7392384768124726
39.0,0.7873653833510095
108.0,0.8099551898862114
23.0,0.7584811039123567
26.0,0.7584310435575322
23.0,0.7658344607072407
29.0,0.7657609739293707
20.0,0.7562822725973515
0.0,0.7392344444872555
1.0,0.7400652283503716
43.0,0.7723158917679367
12.0,0.748990269500045
21.0,0.7616634187993039
7.0,0.748536570546426
5.0,0.7468606237752785
17.0,0.7531641715308466
26.0,0.7674739886812896
1.0,0.7403257394681931
34.0,0.7657144930738448
0.0,0.5445439046575999
33.0,0.7684100625149826
31.0,0.7626727917608986
96.0,0.831512085736313
1.0,0.7399608998986992
18.0,0.7535364988780691
61.0,0.7957987811517694
12.0,0.748319067004456
9.0,0.7486188804652509
24.0,0.7656963246426882
39.0,0.7765397651169937
20.0,0.758035673780593
40.0,0.7843912506506173
5.0,0.744371667104322
7.0,0.7457172454155387
26.0,0.7621668522252988
0.0,0.738873579837413
25.0,0.7701229179705101
19.0,0.7608093032627814
5.0,0.7456239677475578
7.0,0.7450323229317126
1.0,0.7411396333859689
14.0,0.7508281538864859
1.0,0.7638633052605237
4.0,0.7445001221080164
35.0,0.8004170933834733
21.0,0.7622091520897991
22.0,0.7653657190433751
27.0,0.7665571745219754
48.0,0.7743934448019106
1.0,0.7416616602904984
0.0,0.5445111797991005
33.0,0.7971849076320312
79.0,0.8114309696894685
81.0,0.8125107530300862
10.0,0.7482900371536548
1.0,0.7405202659310629
12.0,0.7483796728293702
34.0,0.7666057633015698
14.0,0.7513957090952398
0.0,0.5445115788850565
106.0,0.8434954841497715
39.0,0.7758488411460935
6.0,0.7443635206521658
9.0,0.7475761799777711
48.0,0.801389201688142
26.0,0.7624805214069978
11.0,0.7478723230840248
9.0,0.7475376149688986
3.0,0.7417687603291327
10.0,0.7471543377569819
26.0,0.7696840796744073
80.0,0.8100606747061416
16.0,0.7528489555931301
25.0,0.771086515340845
0.0,0.5449784230620801
0.0,0.5449744328721637
32.0,0.7726079530393268
76.0,0.7926404677094774
20.0,0.7549381488764708
3.0,0.7421556577350434
10.0,0.7531585606137289
21.0,0.7666045773955729
8.0,0.7457256037605371
11.0,0.7471799910806746
32.0,0.7650144970051466
37.0,0.7774681161631237
1.0,0.7404655359420846
14.0,0.7503736463464591
34.0,0.7702850868261475
42.0,0.7753218380793669
37.0,0.7673396680830575
13.0,0.7496715727575142
43.0,0.7727812581210287
0.0,0.5463816685774009
3.0,0.7414265260455972
30.0,0.7635632312202548
1.0,0.7396019260286123
6.0,0.746121468585367
21.0,0.7674865983252549
26.0,0.7621995186720075
70.0,0.7920598447726602
12.0,0.7485847158972857
52.0,0.8092520756669509
8.0,0.74612262303804
11.0,0.7471608410241378
0.0,0.5445123770567971
4.0,0.7425207640833734
1.0,0.7410358940545622
22.0,0.7603352851865741
29.0,0.7626684848397651
15.0,0.7507039230077298
24.0,0.7602847856897653
25.0,0.7608108390017405
12.0,0.754286272287066
3.0,0.741455522576137
15.0,0.7507334334004386
59.0,0.8165727834867262
55.0,0.7773598602413536
4.0,0.7421406907390063
27.0,0.7583981048317885
1.0,0.7403201713398876
38.0,0.775589778392716
14.0,0.7566144511458275
1.0,0.7404639897883126
22.0,0.7559600062017704
93.0,0.8198899105349394
24.0,0.7597791676122048
0.0,0.7389381499460037
38.0,0.7737060062831751
28.0,0.7806323148732295
12.0,0.7593320119915787
68.0,0.8158466518183892
28.0,0.761553499587335
39.0,0.819171682679523
10.0,0.7476643467223095
14.0,0.7526481021361378
18.0,0.7618639479952434
9.0,0.7470879801107164
6.0,0.7460800852711916
25.0,0.764083671390325
3.0,0.7414218987437196
6.0,0.7435906184520032
87.0,0.8135407622007498
30.0,0.7646892712261263
20.0,0.7545673666501412
3.0,0.7421310235563849
1.0,0.740677957059296
27.0,0.7645809134690269
29.0,0.7731495525626803
49.0,0.7880063309951852
1.0,0.742491482085745
3.0,0.7414215902550103
1.0,0.7396102931678804
0.0,0.7392325834004663
1.0,0.7396006864376089
20.0,0.7563501847442848
36.0,0.767012514246723
16.0,0.7524847400870066
28.0,0.7597816859760287
7.0,0.7468742485986615
10.0,0.7475520070907141
4.0,0.7483005347691276
14.0,0.7493273245133425
5.0,0.7437601191337898
53.0,0.7939176953145352
1.0,0.5468399745753074
8.0,0.7459058846175907
51.0,0.783180166572472
123.0,0.8262787813007975
22.0,0.755299865029471
115.0,0.8337750532056765
0.0,0.7392338241259476
19.0,0.7607378476503112
52.0,0.7772815445981537
45.0,0.7763678200182469
27.0,0.7626429153389725
10.0,0.7487167958318294
18.0,0.7556132761765388
142.0,0.8430335792760874
16.0,0.7552477090609296
1.0,0.740453166544398
6.0,0.7724212416774106
3.0,0.7414425669412493
40.0,0.7696457156317659
107.0,0.8290267263606075
35.0,0.7802805078420111
53.0,0.7913326337194828
4.0,0.7458782607133766
10.0,0.7469156733460108
5.0,0.7432148352801667
12.0,0.7491381709547411
8.0,0.745370017055862
21.0,0.7585306490172554
44.0,0.7800701309032476
51.0,0.7934756992161864
0.0,0.7393448535812653
30.0,0.7615262622753107
6.0,0.7451269463979389
1.0,0.7399748325685859
26.0,0.7698383274722563
15.0,0.753096358516657
41.0,0.7848896947124855
1.0,0.7403514137236775
17.0,0.7829865008857967
51.0,0.7843599797141685
11.0,0.7482234738204472
12.0,0.7496838344001604
8.0,0.746130547778365
9.0,0.748247181595448
29.0,0.7638670981957897
43.0,0.8018914360260379
20.0,0.7536323505149088
6.0,0.7454757345139276
41.0,0.7772658525624315
12.0,0.7533896658637185
15.0,0.7569817733009138
17.0,0.7617429857494873
18.0,0.7524879730659747
34.0,0.7813413743628298
0.0,0.5445123770567971
32.0,0.7656524857132022
34.0,0.7706455985692539
8.0,0.7450663703399665
30.0,0.7696189161035843
14.0,0.7511897906205371
77.0,0.7959097369781007
0.0,0.7388813412137339
38.0,0.7753401762159312
0.0,0.5452872461985422
42.0,0.8024958956150279
11.0,0.7475724716991091
23.0,0.7661724183080226
22.0,0.7560125453929951
0.0,0.7392335139449355
21.0,0.7576675992317983
30.0,0.7792020393475204
39.0,0.7740946330428368
32.0,0.7939952975568149
22.0,0.7569926534094349
0.0,0.5445127761425818
1.0,0.7410556560121943
20.0,0.7715156196160765
21.0,0.7549724992032317
1.0,0.7399608998986992
28.0,0.7678145733297184
19.0,0.7620887446074714
9.0,0.7453750236188156
8.0,0.5534003893492403
19.0,0.756619479222682
14.0,0.7500106147506505
27.0,0.7734167951899475
13.0,0.7500129095173355
11.0,0.7496655974697508
3.0,0.7414478109396375
9.0,0.7457574545595927
40.0,0.8040466459351681
21.0,0.7570469968883242
0.0,0.7392356852070054
0.0,0.5445111797991005
11.0,0.7473647549989021
32.0,0.7652353535952761
8.0,0.7460811678907079
8.0,0.7468463805513287
0.0,0.7392356852070054
8.0,0.7450232733138639
2.0,0.7414100545243065
12.0,0.7607068722355042
2.0,0.7410579390044354
41.0,0.7682972651013488
51.0,0.7957067399669278
94.0,0.8373220571433029
10.0,0.7482997354789718
142.0,0.842812884451594
35.0,0.7666378322223232
26.0,0.7594785728634044
29.0,0.7672281451186667
5.0,0.7446446502316556
87.0,0.8111656965157754
0.0,0.5445127761425818
30.0,0.7692944016669423
49.0,0.7759900750879338
49.0,0.78797541697141
3.0,0.7418159150145681
0.0,0.739235995386346
15.0,0.7511902097937624
23.0,0.7553332889808344
22.0,0.7618089360173033
37.0,0.7811071112129127
31.0,0.779654072971412
33.0,0.7649463038789838
45.0,0.7911957239840033
18.0,0.7518143175226338
61.0,0.8002163622329637
1.0,0.7409723150435686
5.0,0.7425144248810779
41.0,0.7940515066765493
4.0,0.742133916236373
20.0,0.7546201083419032
21.0,0.7563722441724644
17.0,0.7637615144917483
0.0,0.7396650180879936
17.0,0.7524932495042589
20.0,0.7588451248375077
21.0,0.7568164078837486
11.0,0.7471657046214726
37.0,0.768171074044699
21.0,0.7546097971319371
16.0,0.768913100574577
9.0,0.7487418028198731
13.0,0.7493072567266335
0.0,0.7388732693792575
10.0,0.7464451710911552
0.0,0.7389400123920576
0.0,0.7396107909206815
1.0,0.7399618287584216
18.0,0.751774383384682
1.0,0.7403223367323285
24.0,0.757012718024742
31.0,0.7668848255736511
4.0,0.7421348400390253
10.0,0.7480347966661537
12.0,0.749664206506565
64.0,0.7984333744369498
19.0,0.7535835314290675
15.0,0.7510855355911082
4.0,0.7421483888964793
28.0,0.7639467904281816
21.0,0.7567391052828155
67.0,0.8124461508946225
20.0,0.7560081562718791
49.0,0.7830071822294062
35.0,0.7656369469340502
7.0,0.7453619564160201
62.0,0.8183393891894346
6.0,0.7450832448644158
7.0,0.745364705027974
6.0,0.7443325943152364
0.0,0.740052105578568
8.0,0.7453715440330896
19.0,0.7594633595032076
28.0,0.7683224710552743
4.0,0.7424909225633332
16.0,0.7514683783577755
0.0,0.7388732693792575
2.0,0.7406863504922012
19.0,0.7531679968278971
38.0,0.7979509390566861
9.0,0.7471736724103262
9.0,0.7468717503279928
21.0,0.7607919641922073
19.0,0.7581672685758516
33.0,0.7680935304226525
28.0,0.7591144655246228
0.0,0.5445139733995924
16.0,0.7514488440018667
10.0,0.7523249293156399
7.0,0.7446491747247272
0.0,0.7392325834004663
21.0,0.7760868650792672
10.0,0.7511387880910196
93.0,0.8153672886064798
22.0,0.7584641509643549
10.0,0.747180479309729
18.0,0.7613094834232254
8.0,0.7483188927134525
47.0,0.7757568044579018
0.0,0.5454356133549451
14.0,0.7500546599194085
52.0,0.7915569274759291
31.0,0.7790043893676565
27.0,0.7615148125830736
33.0,0.7642820209136474
17.0,0.7548601260028307
0.0,0.5445151706560887
5.0,0.7458015146116317
18.0,0.7532223185924257
0.0,0.7388757530378186
10.0,0.7485693350329803
76.0,0.8030396861046742
16.0,0.7543281580356513
1.0,0.5463750458021251
35.0,0.7647138722360035
12.0,0.7496750774665942
27.0,0.7616159087241205
8.0,0.7512543718224786
15.0,0.7515139363625756
5.0,0.7439838829386611
24.0,0.7638305351125919
37.0,0.7673095032544924
35.0,0.7662985791192166
14.0,0.7506962758883586
32.0,0.771090706514397
7.0,0.7446497866530932
2.0,0.7421207402480657
13.0,0.7528581825947988
20.0,0.7556515419103266
29.0,0.7668768320509909
12.0,0.7507080843139645
7.0,0.7522468764765922
3.0,0.7428699227864644
16.0,0.7553515004450341
17.0,0.7580205679782714
19.0,0.7580541506818703
29.0,0.796556327605743
20.0,0.7618405304730325
14.0,0.7493805160479211
36.0,0.7821253447103674
13.0,0.7532088683165614
15.0,0.7618624353839369
9.0,0.7479376150928186
10.0,0.7479149820295423
65.0,0.8016978127455664
43.0,0.7845957772022896
6.0,0.7435792668334613
27.0,0.7601669282412912
110.0,0.8319056141655529
6.0,0.7468345801573747
9.0,0.7471773199916519
13.0,0.7534376140297817
2.0,0.7456635857750404
11.0,0.7550534735876989
6.0,0.7439732764199344
10.0,0.7524894265084577
27.0,0.7598074133779165
21.0,0.7725558394200631
3.0,0.7466550195238123
25.0,0.7587261324925847
23.0,0.7570555166358343
9.0,0.7499889369356181
1.0,0.7410485541716093
21.0,0.7549954186917189
72.0,0.7926466629026006
28.0,0.7625708203135302
11.0,0.7482619693421521
17.0,0.751805492214692
7.0,0.7446528462804695
69.0,0.8300841057451466
33.0,0.7622586477199348
33.0,0.766688555391972
23.0,0.7577780146398636
1.0,0.7399608998986992
6.0,0.7471465991832346
1.0,0.7406263397496303
6.0,0.7439352690854184
1.0,0.7399689499448034
101.0,0.8335674608526173
47.0,0.7848740035350347
39.0,0.7690934789460785
12.0,0.7626170179406998
7.0,0.744297498760235
51.0,0.7783366765256939
4.0,0.7421496205877575
68.0,0.8172303607696346
5.0,0.7472297272959123
37.0,0.7963315710470505
18.0,0.7600532201219599
0.0,0.7388748216676482
8.0,0.7480688269745162
18.0,0.7607122507471584
38.0,0.7683562157463171
8.0,0.7565449996116209
11.0,0.7492946257209776
15.0,0.7500022859452788
18.0,0.7605130203477768
14.0,0.75291577939955
26.0,0.7654620962212308
2.0,0.740780602412171
69.0,0.8031862722017266
35.0,0.7736188891946438
26.0,0.7591383605669395
13.0,0.7497298483637341
29.0,0.7648683011677984
47.0,0.7756095345845279
27.0,0.7650136040718506
36.0,0.8028546173046563
9.0,0.7482277820094991
3.0,0.7421750560698344
16.0,0.7514332157773324
45.0,0.7870747207628044
64.0,0.8023226241495443
2.0,0.7403286453133757
12.0,0.7490084200377978
64.0,0.8052749200120658
18.0,0.7546982272081577
5.0,0.7432268116233232
1.0,0.742275792757116
6.0,0.7439518211213859
14.0,0.7500054858672812
15.0,0.7507120536549309
0.0,0.7392341343067209
9.0,0.7460852507439758
37.0,0.7659618066532019
9.0,0.7500332507233671
7.0,0.7457224324490007
8.0,0.746096104451015
3.0,0.7418122168107583
0.0,0.5445231523529128
0.0,0.7388745112104473
89.0,0.8296593149588926
14.0,0.7489675158297239
11.0,0.7579254450509415
21.0,0.7553104540331332
48.0,0.7796963123286288
14.0,0.7499928142076172
1.0,0.7403232647540716
47.0,0.7886563355835126
7.0,0.7483484714649802
31.0,0.7679559844805322
13.0,0.7496329186661673
31.0,0.7756209651755019
1.0,0.7414062310524144
14.0,0.7535130167304149
5.0,0.7440712221064695
3.0,0.744017660214425
10.0,0.7504831682602977
4.0,0.7439567904088583
25.0,0.7631970525250769
24.0,0.7594812807117421
4.0,0.7421502364319568
7.0,0.7580250483823425
78.0,0.8109932161914732
7.0,0.7453680644160571
34.0,0.7649102507648584
40.0,0.7803585273863364
50.0,0.7927585683023767
0.0,0.544520358761626
9.0,0.7464447466221885
0.0,0.7392421989230052
30.0,0.7730153330705336
29.0,0.7646981328380316
5.0,0.7432234337173979
14.0,0.7500504366343757
67.0,0.803301497096219
32.0,0.7699598658001505
19.0,0.7542426206380509
45.0,0.773008530583733
0.0,0.7393113618860411
19.0,0.7555928900415954
9.0,0.7488414187349633
14.0,0.7543189772811758
53.0,0.788737954152285
15.0,0.7555930162980213
24.0,0.7893899114594006
1.0,0.7403331635186868
26.0,0.7590915766644772
4.0,0.7432785839794213
10.0,0.746457961776322
21.0,0.7569928677874379
16.0,0.7543108976193031
14.0,0.7500374648185679
19.0,0.7538971035530716
41.0,0.8006176118090255
8.0,0.7454115486881964
10.0,0.7482315388710508
14.0,0.7500139334025073
60.0,0.7949345212091207
3.0,0.7440130632724821
1.0,0.740330379515901
25.0,0.7653741512687073
65.0,0.817513789048245
17.0,0.7531845127362774
21.0,0.7563589008224756
9.0,0.7464386556632416
8.0,0.7485587993615358
3.0,0.5477862427771718
85.0,0.8196371789300785
11.0,0.7490149558995534
8.0,0.7454176559049678
27.0,0.7651009504377064
30.0,0.774564858500504
44.0,0.7759453272786475
0.0,0.7404803299424453
43.0,0.8018275525676182
11.0,0.7478644343413738
24.0,0.7595715064847689
2.0,0.7425488230318046
20.0,0.7706761674628173
99.0,0.8170078152712213
37.0,0.7680019637340509
24.0,0.7577604094854342
34.0,0.7679999048339943
37.0,0.7679701384447998
15.0,0.7548863558089801
17.0,0.7532003661295873
5.0,0.7432320319661817
0.0,0.5445119779709554
23.0,0.7584448110083556
29.0,0.7615372513270167
3.0,0.7435589615448562
9.0,0.746830071758587
10.0,0.748932246192029
16.0,0.7635450709131388
31.0,0.7670044716270105
32.0,0.7793552784759418
8.0,0.7478479944838534
0.0,0.7392325834004663
18.0,0.756077666994002
13.0,0.7514400738426024
1.0,0.7403229554137298
6.0,0.7458113963698823
66.0,0.7872208835771214
42.0,0.7784827942654376
11.0,0.7485709685529571
1.0,0.5459275868950283
38.0,0.7969178746711871
24.0,0.7643204501920536
56.0,0.7990695123994382
28.0,0.7708104111774317
24.0,0.7595397684597005
29.0,0.7666598934008878
96.0,0.8077058249879532
0.0,0.5445151706560887
57.0,0.7952212549884399
2.0,0.7424289454384347
0.0,0.5445167669972831
9.0,0.74720345997223
6.0,0.7536354836448201
12.0,0.7535599981096026
53.0,0.7906008064884386
4.0,0.743214750599376
9.0,0.7472341569682917
4.0,0.7504218867306698
19.0,0.7539227775772066
47.0,0.776353512340486
9.0,0.7471621215064275
5.0,0.7436242437631528
41.0,0.7992485344582857
58.0,0.791556492778686
58.0,0.7802156877010525
6.0,0.7439533536818149
1.0,0.7403263581443312
10.0,0.7479729224304981
8.0,0.745736282639735
0.0,0.7392332037636845
88.0,0.804812594508875
26.0,0.7598804115408307
33.0,0.7721998790496413
18.0,0.7546580098289625
4.0,0.7442885621326083
38.0,0.7781450297291698
39.0,0.8036700758898582
14.0,0.7510790996398372
28.0,0.7625431077619069
13.0,0.7511689201352696
6.0,0.7460696487980765
0.0,0.5449800191364296
35.0,0.7659281171901736
8.0,0.745753368231652
13.0,0.7500174349167086
7.0,0.744750435752046
64.0,0.8213709311914156
0.0,0.7388748216676482
7.0,0.7492409458755043
9.0,0.5529288900008915
4.0,0.7429078472922805
25.0,0.7590679193680944
0.0,0.5445115788850565
15.0,0.7782141633557551
24.0,0.7644650224555222
19.0,0.7545672493050233
37.0,0.7735393503424488
8.0,0.745796689019022
35.0,0.7742823486163745
1.0,0.5459120305355596
59.0,0.7993956293912601
13.0,0.7496745924409889
0.0,0.7392325834004663
2.0,0.7406990217180788
16.0,0.753170036560689
5.0,0.7430324174386435
7.0,0.7451518185529066
127.0,0.8354999947379841
22.0,0.7611947191932202
76.0,0.8071276888202877
9.0,0.7478893781204189
12.0,0.7478727459703557
9.0,0.7466061218276098
20.0,0.7549810141768477
41.0,0.789414483172692
28.0,0.7596136945574753
7.0,0.7462191127805106
5.0,0.7443067509420311
13.0,0.766800504646551
14.0,0.7500296211773102
37.0,0.7733175041775827
66.0,0.8145351277741082
16.0,0.7507464996699797
22.0,0.7642193034973082
17.0,0.7517751659612447
18.0,0.7577230844216446
74.0,0.8183859644561188
48.0,0.784887694740524
8.0,0.7578926196895963
17.0,0.7545464522022717
20.0,0.7542683878074209
18.0,0.752879429558227
24.0,0.7692288930298913
50.0,0.7927139187278096
10.0,0.7490205841734076
35.0,0.7752047188063448
0.0,0.7388782366811054
22.0,0.7583559500440666
19.0,0.756623923834703
9.0,0.7517153618537332
11.0,0.7486606021127045
11.0,0.7593166395889033
56.0,0.8105319320600763
64.0,0.7977501716448847
72.0,0.8120918320240214
24.0,0.7570082782327308
10.0,0.7500584080098947
7.0,0.7450200962379129
76.0,0.8072488684616893
12.0,0.7496841363597474
3.0,0.7437267565771369
9.0,0.7482787038071165
15.0,0.7518061564945359
16.0,0.7924678009471855
17.0,0.7574665069526594
38.0,0.7796653717941487
10.0,0.7464442574544823
2.0,0.7403274079672186
35.0,0.7653030426654895
5.0,0.7428655544234714
0.0,0.5449804181548724
20.0,0.763486258881857
17.0,0.7518709404203524
96.0,0.8304063171486952
7.0,0.7454288337614026
